-0.10705953	0.09538725	0.10982173	0.040194184	0.04701367	-0.043225322	0.056846727	-0.1169846	0.0035149676	-0.06180961	-0.013701581	0.058202606	0.12371484	0.09983021	0.09949281	-0.08663052
-0.06880168	-0.01042028	0.05093331	-0.002285587	-0.010043174	-0.08026746	-0.018553412	-0.044714544	0.034368556	-0.032286115	-0.055812024	0.04335695	0.115488425	0.0932142	-0.029641083	-0.01768682
0.0996399	-0.016988726	-0.047174886	0.006865974	0.035325106	0.06498951	-0.056312993	0.03687455	0.10880467	-0.014075537	-0.046227995	0.004380229	-0.027993234	0.03415266	-0.056774963	0.057152234
0.018388811	0.030432036	0.06845877	0.042489547	0.016354205	-0.033005197	0.038320635	0.019293964	0.06549866	-0.009285957	-0.04601293	0.019053869	0.0704084	0.03209504	-0.020513095	-0.009288963
-0.105795465	0.06503403	0.07873225	0.12140381	0.036582574	-0.0947177	0.09249881	-0.10672514	-0.015433454	-0.14751247	0.007269619	0.084989965	0.12616344	0.11813003	0.016447887	-0.049344886
0.010087999	-0.07228468	-0.03137159	-0.036091965	-0.014551191	-0.002178067	-0.057299133	0.088243224	0.15232715	0.097078875	-0.1525534	-0.06277819	-0.05759885	-0.022324828	-0.12916398	0.0904568
-0.04921905	-0.05297176	0.033788733	-0.04592411	-0.007776469	-0.04224479	-0.039370507	0.059207875	0.071752116	0.0093820775	0.007705933	-0.012089366	0.011746598	0.028863769	-0.015404084	0.009095836
-0.073056206	0.055322617	0.06968512	0.01585013	0.06717446	-0.08172886	0.04501512	-0.023771646	-0.009042416	-0.030951768	-0.023333326	0.031182745	0.051559396	0.09887704	0.007008261	-0.016475035
-0.087873004	0.020582397	0.120305225	0.096774735	0.044967197	-0.09884335	0.010289817	-0.054809917	-0.04730778	-0.091970645	-0.009754189	0.0077210106	0.04383759	0.057439238	0.051035855	-0.070164144
0.08174703	-0.10706904	0.0015199593	-0.032838352	-0.0637294	0.024570704	-0.11057255	0.08011234	0.056435768	0.04867599	0.00500466	0.024176488	-0.020317482	0.037620127	0.025731895	0.045989923
-0.042568766	-0.0037769147	0.091552146	1.753294e-05	0.006084221	-0.049536094	-0.027276589	-0.007001761	0.05848131	0.010155528	-0.10088589	-0.0528103	0.08456317	-0.0016865622	0.014753487	0.025340792
0.01969856	0.039973475	0.023788584	0.040712874	0.05320078	0.0004984173	-0.042542	-0.048380803	0.007777037	-0.055085897	0.13314304	0.043664783	0.12211774	0.12766956	0.13190748	-0.120442554
0.008034379	-0.05255723	-0.009340424	0.023067798	0.026741158	-0.013779313	-0.069823	0.020940535	0.07956234	0.024564795	-0.065349415	-0.009180722	-0.004991787	-0.034659985	-0.007183343	0.02073628
-0.0467852	-0.07411972	0.080957636	-6.8629146e-05	0.041856505	-0.011221825	-0.05064714	0.060440645	0.14223729	-0.008747357	-0.044894326	0.036475196	0.024303794	0.0020974185	-0.038801182	0.06508037
-0.026498793	0.12905695	0.11147743	0.10371755	0.08465628	-0.05557666	0.042053822	-0.062612735	-0.024799164	-0.08624109	0.17136106	0.1486742	0.11442195	0.15920897	0.1285819	-0.10696943
